CH1	CH2	CH3	CH4	CH5
0.058228	0.058319	-0.83913	-0.010437	0.0054016
0.10107	0.098969	0.012543	-0.0058594	-0.0028839
0.15152	0.10693	0.76067	0.0016479	-0.0028381
0.13902	0.1138	0.72578	-0.0037079	0.0052643
0.13303	0.11888	0.13509	0.0020142	0.0078735
0.12415	0.10648	-0.30222	0.014832	-0.0058136
0.085281	0.054565	-0.10693	0.011307	0.0040741
0.09494	-0.016846	0.37436	0.022018	-0.0089264
0.12506	-0.11462	0.70706	0.019226	0.00086975
0.041107	-0.18059	0.55403	0.016663	-0.0093842
-0.062256	-0.19528	0.34264	0.0019684	0.0058136
-0.12231	-0.17395	-0.046692	-0.012085	0
-0.14154	-0.12854	-0.97614	-0.020279	-0.00036621
-0.14552	-0.086609	-1.3531	-0.014053	0.012863
-0.14406	-0.023438	-0.62173	-0.0041656	0.0035248
-0.086792	0.00027466	0.48093	-0.015884	0.0027008
-0.056122	0.033691	0.78909	-0.013184	0.010574
-0.03598	0.050034	0.64911	-0.010849	0.0058594
-0.071411	0.060196	0.13051	0.0085602	0.0076904
-0.096771	0.067566	-0.34991	0.00022888	0.0070953
-0.083725	0.058777	-0.67717	0.0010986	-0.0010986
-0.10744	0.03566	-0.66673	-0.002655	0.0066376
-0.10547	0.027832	-0.29187	0.0099792	-0.0022888
-0.084412	0.027512	0.019318	0.018402	0.0074615
-0.039459	0.033554	0.34067	0.026779	-0.00036621
0.06015	0.053101	0.6595	0.039185	0.0085144
0.19675	0.051773	0.68761	0.033463	-0.0020142
0.28528	0.053604	0.55293	0.007782	0.0091095
0.25085	0.052139	0.26056	-0.012497	-0.0033417
0.18082	0.064453	0.18338	-0.022476	-0.0043945
0.10231	0.047745	0.13925	-0.020737	0.0063629
-0.0041199	0.014786	0.16145	-0.007782	0.0067749
-0.068985	-0.031448	0.078049	-0.0070038	0.0103
-0.11069	-0.075348	-0.16594	-0.0054474	0.00027466
-0.11389	-0.095856	-0.66902	-0.0098877	0.0077362
-0.073883	-0.11627	-0.88142	-0.0076904	-0.0063629
-0.011581	-0.10657	-1.0446	-0.0082855	-0.0025177
-0.010803	-0.088623	-0.65771	-0.0103	0.00022888
-0.0054016	-0.056213	-0.12163	0.008194	-0.0040741
0.01712	-0.018494	0.33206	0.0020599	0.0058136
0.028885	-0.003891	0.36859	9.1553e-05	-0.0048981
0.02742	0.017899	0.29274	-0.0036621	0.0021973
0.025314	0.015976	0.29457	-0.0055389	-0.010208
-0.024673	0.00032043	-0.044769	-0.0016479	0.0062714
-0.13138	-0.012085	-0.1545	-0.0026093	-0.0013733
-0.21327	0.00073242	0.22229	0.005127	0.01062
-0.26917	-0.0066833	0.43593	0.0094299	-0.00027466
-0.27644	0.010574	0.15038	0.0091095	0.010483
-0.25291	0.013733	-0.23351	-0.0050354	0.0024261
-0.17006	0.061478	-0.45341	-0.003479	0.011169
-0.062073	0.076904	-0.28546	0.00013733	0.0044403
0.059967	0.093201	0.11613	-0.002655	0.0081482
0.23923	0.073654	0.44884	-0.00086975	0.011032
0.41931	0.029251	0.63963	0.0095673	0.0015106
0.53586	-0.021561	0.45012	0.007782	0.016434
0.45447	-0.062439	-0.076538	0.010666	0.0072327
0.31828	-0.097183	-0.47182	0.01268	0.0097504
0.17299	-0.091553	-0.37898	0.0029297	0.0070496
0.022888	-0.05983	-0.032181	-0.0054932	0.0080109
-0.0336	-0.034378	0.16905	-0.0048065	-0.0029297
-0.040009	-0.01442	-0.0029297	-0.0017853	0.0075073
-0.094208	-0.024078	-0.16942	-0.0031586	0.0058136
-0.14278	-0.013504	0.044403	-0.0021057	-0.0042114
-0.16109	-0.010254	0.44019	-0.0015106	0.0041656
-0.18109	0.020782	0.60768	0.0046692	-0.0055389
-0.16864	0.056625	0.71654	0.011261	0.0045319
-0.11646	0.094986	0.38727	-0.0007782	0.0070038
-0.05484	0.13097	-0.13655	-0.0052643	-0.00086975
-0.03067	0.1073	-0.32835	-0.0045776	-0.00059509
-0.015839	0.059418	-0.55087	-0.0059967	0.012314
0.019409	-0.024078	-0.84206	0.01062	-0.0021973
0.061707	-0.08844	-1.1065	0.011353	0.0048065
0.10895	-0.11572	-0.80219	0.0095673	0.00032043
0.13953	-0.11426	-0.091919	-0.0012817	0.009613
0.070221	-0.087662	0.38191	0.0015564	0.0046234
-0.023529	-0.05603	0.51357	-0.00050354	0.0032501
-0.081665	-0.0298	0.56282	0.003891	0.0076447
-0.10753	-0.052734	0.43968	0.0046234	-0.0013275
-0.065323	-0.05452	0.41098	0.0091095	0.0054932
0.013046	-0.051407	0.42036	0.0045776	-0.0020599
0.051819	-4.5776e-05	0.55014	-0.0029297	0.0071411
0.032501	0.045273	0.43391	0.0041656	0.0042572
0.064819	0.06839	0.032227	0.0027924	-0.004303
0.084091	0.069489	-0.00041199	-0.0032043	0.010483
0.01506	0.063812	-0.072647	-0.0087891	0.0010529
-0.093658	0.038544	-0.27182	-0.0096588	-0.0023804
-0.15363	-0.0032959	-0.74295	-0.00013733	-0.00036621
-0.1973	-0.014786	-0.9158	0.0085602	-0.004303
-0.21313	-0.023163	-0.91365	-0.00737	-0.0021973
-0.19739	-0.0088806	-0.81276	-0.017899	0.003067
-0.13857	0.025497	-0.58086	-0.018448	0.0084686
-0.052597	0.029938	-0.3896	-0.0095673	0.0034332
0.11403	0.067429	-0.048798	-0.015518	0.010986
0.29645	0.064087	0.35912	-0.0010529	0.01181
0.33815	0.035294	0.63785	0.010666	0.0053101
0.31027	-0.011124	0.80301	0.012772	0.015198
0.2005	-0.074203	0.76982	0.015244	0.0021515
0.00032043	-0.098373	0.46101	0.02005	0.012634
-0.095352	-0.099014	0.24788	0.011215	0.003067
-0.068848	-0.081985	0.32739	0.003067	-0.00027466
-0.023666	-0.10112	0.32089	0.0043488	0.0058136
-0.011993	-0.099472	-0.020279	0.0077362	0.010208
-0.017899	-0.10172	-0.4015	-0.00022888	0.0014648
0.0027924	-0.057953	-0.33289	0.0098419	0.0054474
0.0044403	-0.00027466	-0.17688	-0.0016937	0.0020142
-0.049484	0.074112	-0.30785	-0.013733	-0.0063629
-0.090591	0.12263	-0.20741	-0.0035248	0.0059509
-0.089172	0.1144	-0.074844	-0.0052643	0.012039
-0.052872	0.075439	0.039597	0.0024719	0.00032043
-0.042847	-0.0090179	0.38411	0.003479	0.0032501
0.008606	-0.080338	0.49411	0.019318	0.009613
0.038818	-0.099335	0.54446	0.020233	0.0036163
0.023987	-0.070724	0.50349	0.00027466	0.0050812
0.0018768	-0.021286	0.30052	-0.0052643	0.006546
-0.051453	0.051361	0.060059	-0.010391	-0.0015106
-0.11755	0.09407	-0.22229	-0.016663	0.008194
-0.16974	0.12502	-0.37898	-0.034103	0.0096588
-0.20393	0.11806	-0.34016	-0.025772	-0.00737
-0.20224	0.063126	-0.5977	-0.015656	-0.0040283
-0.14172	0.01767	-0.72446	-0.0017395	0.0010071
-0.059097	-0.052002	-0.43652	0.0055847	0.0093384
0.024536	-0.076401	-0.0271	0.017212	0.0037079
0.057449	-0.087662	-0.1198	0.014511	0.0023346
0.068848	-0.068527	-0.26775	0.012955	0.010941
0.053558	-0.049072	-0.061981	0.013046	0.014282
0.082397	-0.036621	0.24174	0.0084686	0.010666
0.13632	-0.010437	0.50578	-0.00027466	0.00032043
0.20691	-0.019775	0.66133	0.0070953	0.0032043
0.28867	-0.0087891	0.70093	0.011124	0.013184
0.30771	0.014374	0.43213	0.012405	-0.0025177
0.2645	0.040375	-0.1615	0.014511	0.00027466
0.13989	0.064774	-0.52162	-0.00082397	0.003891
-0.039459	0.089355	-0.36827	-0.011078	0.0014648
-0.18347	0.073929	-0.12016	-0.023117	0.0009613
-0.201	0.073929	0.016708	-0.029938	0.0029755
-0.20032	0.035843	0.03923	-0.020828	-0.0066376
-0.22234	-0.010025	-0.098923	-0.011353	0.0081024
-0.22014	-0.070862	-0.17326	-0.0074158	0.010666
-0.22508	-0.10913	-0.19441	0.005722	0.0087891
-0.17097	-0.097549	-0.04953	0.0070038	0.0021973
-0.075806	-0.086151	0.11311	0.010849	0.0065918
0.085327	-0.06871	0.098236	0.016846	0.0103
0.28656	-0.033325	-0.19427	0.013321	0.01236
0.42416	0.014099	-0.18846	0.0016022	0.00032043
0.39125	0.060059	0.053741	0.0016022	0.010345
0.30762	0.098099	0.16832	-0.0025177	0.0053558
0.23419	0.099197	0.1599	0.0054474	-0.0055847
0.15646	0.079926	-0.063309	0.0061798	0.0037079
0.11261	0.02124	-0.0085602	0.0091095	-0.0051727
0.060242	-0.074203	0.23309	0.0049896	-0.0029297
0.0076904	-0.14745	0.30501	0.012726	-0.0018768
-0.041931	-0.18764	0.11224	0.0070496	-0.0016937
-0.10396	-0.15276	0.057816	-0.0014191	0.002655
-0.1376	-0.11288	-0.053604	-0.0010986	-0.0050354
-0.16022	-0.041885	-0.19391	0.0037537	0.015656
-0.21542	0.0026093	-0.20256	-0.0037079	0.0066833
-0.26358	0.051178	0.11105	-0.0091095	0.013412
-0.2612	0.074158	0.57587	-0.015427	0.005127
-0.2254	0.10359	0.67621	-0.018631	-0.0013733
-0.15211	0.077545	0.3821	-0.012268	-0.0026093
-0.06221	0.078232	0.12387	-0.0061798	-0.0044403
-0.020416	0.065002	-0.18741	-0.0033875	0.0036621
-0.0063171	0.078506	-0.29851	0.0091095	-0.002655
-0.010391	0.11655	0.0091095	0.0099335	-0.0032959
0.048935	0.15536	0.37061	0.0091095	0.0063171
0.094025	0.13934	0.14685	0.018723	-0.006134
0.11028	0.059418	-0.60526	0.027466	0.0062256
0.058319	-0.078369	-1.1699	0.023117	0.0052643
-0.013367	-0.20824	-1.1163	0.017303	-0.0054932
-0.060333	-0.27942	-0.82549	0.011993	0.0058594
-0.046143	-0.27708	-0.62032	-0.0050354	0.0061798
-0.01268	-0.24001	-0.4211	-0.016068	0.0059967
0.0016937	-0.15747	-0.18787	-0.0059967	0.015839
-0.021561	-0.037949	0.092514	0.0020599	0.013275
-0.064224	0.049072	0.31087	0.0051727	-0.00091553
-0.089355	0.10048	0.50711	0.005722	-0.004303
-0.059464	0.11041	0.62558	-0.0080566	0.0037994
0.040283	0.13243	0.66788	-0.0168	-0.0021973
0.16708	0.12694	0.70688	-0.016479	0.0015106
0.2384	0.12364	0.72977	-0.017487	0.003891
0.20444	0.1041	0.53938	-0.010803	-0.0027008
0.11604	0.063126	0.42435	-0.0078735	0.010117
0.030029	0.013046	0.42833	-0.01973	0.012131
-0.01181	-0.037354	0.27122	-0.010483	-0.00018311
-0.045776	-0.066925	-0.25552	-0.0021973	0.009613
-0.10016	-0.088165	-0.85094	0.005127	0.010849
-0.11435	-0.073059	-1.0568	0.0032501	-0.00022888
-0.13815	-0.061066	-0.56241	0.011581	0.0018768
-0.12222	-0.033096	0.0032043	0.024994	0.0085602
-0.010986	-0.011765	0.24298	0.027191	0.0045776
0.12419	0.0068207	0.25012	0.022797	0.0016022
0.17125	0.010849	0.25108	0.00032043	0.0052185
0.14296	0.0076447	0.16969	-0.012314	0.00086975
0.057175	-0.012039	-0.038452	-0.011215	0.0020599
-0.049805	-0.0031128	-0.3761	-0.008194	0.0068665
-0.13582	-0.0023346	-0.53773	-0.0030212	-0.0015106
-0.19995	0.013916	-0.39436	-0.00073242	0.001236
-0.20064	0.0077362	-0.079422	-0.0094299	0.012405
-0.14699	0.020004	0.19698	-0.008194	0.0041656
-0.048111	0.014877	0.22169	-0.011215	0.00032043
0.068939	0.02211	0.13509	-0.0019684	0.012497
0.15097	0.026321	0.15019	-0.0013733	0.0037994
0.1978	0.019363	0.23026	-0.0044403	0.0078735
0.21098	0.029938	0.20956	0.0037537	0.015335
0.1897	0.014603	0.036575	0.0054474	0.0053101
0.068207	-0.0075531	-0.080704	0.0081024	0.017212
-0.067612	-0.0026093	0.060013	0.014328	0.010574
-0.097641	0.013504	0.10213	0.0046692	0.0042572
-0.080338	0.013504	0.072098	0.0056305	-0.001236
0.0049896	-0.014374	0.01918	0.015518	-0.0080566
0.129	-0.021652	-0.0090179	0.013824	-0.0023804
0.18723	-0.05777	0.13948	0.0066833	-0.0076904
0.1631	-0.061203	0.073334	0.012177	0.0046692
0.087982	-0.07338	-0.082031	0.013779	-0.0036163
-0.006958	-0.082169	0.1333	0.014969	0.0082397
-0.12566	-0.050308	0.40073	0.012039	0.0010529
-0.20934	-0.019043	0.35243	0.0014191	-0.0015106
-0.21977	-0.018127	-0.084	-0.0080566	0.0040741
-0.16548	-0.014511	-0.2346	-0.011581	0.003067
-0.14204	-0.031357	-0.26134	-0.013184	-0.0036621
-0.11948	-0.053009	-0.45822	-0.0042114	-0.0040741
-0.10675	-0.053009	-0.55637	-0.0081024	0.0041656
-0.10309	-0.013733	-0.30515	-0.018448	0.0098419
-0.063538	0.01236	0.14369	-0.01355	0.0036621
0.026138	0.053375	0.22394	-0.011948	0.0007782
0.10986	0.09407	-0.19464	-0.0079651	0.0099335
0.14635	0.1377	-0.58218	-0.0055389	-0.0016022
0.18045	0.13284	-0.29851	0.0053558	0.01236
0.15088	0.12337	0.048935	0.011307	0.0029297
0.038269	0.071548	0.28514	0.021835	0.0081482
-0.10698	0.01181	0.36795	0.026138	0.010117
-0.16805	-0.03392	0.17477	0.037033	0.00032043
-0.1095	-0.055801	0.054428	0.026688	-0.0011444
0.028015	-0.060928	0.17583	0.012131	0.0074615
0.1745	-0.062897	0.27278	0.0010529	0.010574
0.22426	-0.062485	0.42787	-0.015518	0.0076447
0.16878	-0.063492	0.44467	-0.012772	-0.0031586
0.055847	-0.068344	0.26376	-0.0091553	0.0070038
-0.033829	-0.085922	-0.088531	0.00032043	-0.0012817
-0.065918	-0.071594	-0.45241	-0.012863	0.0087891
-0.07576	-0.043854	-0.94107	-0.0042114	-0.0010071
-0.064819	0.010986	-0.64018	-0.0071869	-0.0009613
-0.032959	0.041199	-0.044861	-0.013824	0.0079193
0.013367	0.057266	0.39761	-0.0079651	0.012039
0.0016479	0.057449	0.53	-0.003891	0.003891
-0.066513	0.021103	0.42563	0.0068207	-0.0011444
-0.12392	-0.035156	0.1902	0.01181	0.0093384
-0.14136	-0.067245	-0.26587	0.010437	0.0078278
-0.15289	-0.077408	-0.65877	0.0039825	0.00082397
-0.10927	-0.06221	-0.46866	0.0075073	0.0059967
-0.046692	-0.022293	-0.22746	0.00022888	0.002243
0.038452	-0.0036621	0.022614	-0.0032959	0.0036163
0.16324	0.014145	0.22632	-0.0026093	-0.0075073
0.22229	0.028885	0.22975	-0.0040741	0.003067
0.22563	0.036758	0.10094	-0.0064087	0.0023346
0.22453	0.045731	0.053604	-0.0015564	-0.0062714
0.18924	0.045273	0.068161	-0.00064087	0.0091095
0.1317	0.059418	0.12556	-0.0010529	4.5776e-05
0.058319	0.057907	-0.0080109	0.0032501	0.0041656
0.016937	0.047195	-0.13884	-0.0015106	0.0087433
-0.0036621	0.012772	-0.10396	0.0013275	-0.0021057
-0.083954	-0.0079651	0.0061798	-0.0011902	0.00032043
-0.14296	-0.038361	0.17052	0.003891	0.0068665
-0.14713	-0.067566	0.28011	-0.0047607	-0.00086975
-0.17674	-0.079514	0.31023	-0.0062714	0.010941
-0.15985	-0.093521	0.20819	-0.0029755	0.0072784
-0.079559	-0.091141	0.083267	-0.0010529	0.0021515
0.029205	-0.070221	-0.006546	-0.0032501	0.012543
0.16031	-0.011993	0.162	0.0081024	0.005127
0.22055	0.050583	0.28596	0.0018768	0.0027924
0.21712	0.11998	0.25392	-0.0071869	0.011765
0.14232	0.20833	0.18489	-0.0026093	-0.001236
0.0074615	0.24811	0.047058	0.0018768	0.0084229
-0.071548	0.19551	-0.36383	0.00032043	-0.002243
-0.12561	0.070175	-0.59605	0.0047607	0.006134
-0.1631	-0.073151	-0.54579	0.021744	0.0092926
-0.19189	-0.21451	-0.53123	0.011581	0.002243
-0.17867	-0.29718	-0.60457	0.013229	-0.00086975
-0.15152	-0.28523	-0.52267	0.011948	0.0059967
-0.15372	-0.21524	-0.26422	0.010391	-0.0036621
-0.16942	-0.14648	0.1441	0.0020599	-0.013916
-0.14589	-0.067886	0.46028	0.0036621	-0.0085144
-0.067062	-0.020737	0.59061	-0.0045319	0.0014648
0.028748	0.010025	0.51082	-0.0090179	0.0018768
0.11046	0.011765	0.21007	-0.0067749	-0.0045776
0.17221	0.0061798	-0.11032	0.0071869	0.0066833
0.16782	0.020599	-0.22023	0.0025635	0.010345
0.11916	0.034973	-0.17734	-0.0095673	0.0042572
0.051819	0.067703	-0.12218	-0.010391	0.00022888
0.0097961	0.091415	-0.016159	-0.0088806	0.0017853
-0.041107	0.086609	0.073196	-0.0050354	0.010849
-0.071915	0.10034	0.25282	0.00032043	0.010025
-0.058594	0.076309	0.30501	-0.0016022	0.0093384
0.0068665	0.046097	0.20055	-0.0022888	-0.00032043
0.11078	0.021927	0.082352	-0.0041199	-0.0024261
0.22302	4.5776e-05	0.0022888	0.0023346	0.0011902
0.25951	-0.0026093	0.069031	-0.0021515	-0.0059967
0.23328	-0.019043	0.16068	-0.0096588	0.0027924
0.15514	-0.024765	0.25575	-0.0045319	0.0054474
0.066101	-0.016342	0.27127	-0.011032	-0.0044403
-0.023804	-0.0019684	0.12053	-0.0076904	0.0059509
-0.1615	0.017029	-0.11705	0.0023346	0.0045776
-0.27324	0.0049896	-0.10519	-0.005127	-0.0028381
-0.3154	0.0084229	-0.070953	-0.011765	0.0078735
-0.30359	0.014282	-0.3739	-0.0048065	0.0091095
-0.21799	0.0097961	-0.70102	0.00737	-0.0026093
-0.086838	0.015427	-0.67351	0.01387	-0.0026093
0.039368	0.023117	-0.34007	0.016251	0.0044861
0.11412	0.012726	0.16644	0.016937	0.011353
0.092285	0.012039	0.46555	0.0065918	0.0037994
0.037445	-0.019455	0.46889	0.0011902	-0.0016937
-0.096451	-0.0081482	0.39546	0.0054932	0.0086517
-0.23199	0.00086975	0.42105	0.0039825	0.013138
-0.2314	0.027054	0.4796	0.0030212	0.006134
-0.14772	0.049622	0.39803	0.00032043	0.013596
-0.036942	0.050079	-0.17935	-0.0028381	0.0018311
0.082626	0.029709	-0.91658	-0.0018311	0.0012817
0.18457	-0.033234	-1.1972	-0.012543	0.0070038
0.24339	-0.11449	-0.85277	-0.0010529	0.011398
0.26697	-0.16512	-0.30702	0.0050812	0.00086975
0.20361	-0.19244	0.12694	0.0095215	-0.0015106
0.14026	-0.13467	0.4633	0.013229	-0.00091553
0.068848	-0.033554	0.62549	0.015335	0.00032043
0.019638	0.074661	0.56099	-0.0016479	0.0032501
0.0081482	0.1572	0.30789	-0.0047607	0.0045776
0.041656	0.18777	0.095627	-0.0052185	-0.0066376
0.1084	0.16017	-0.16292	-0.0073242	0.0018768
0.13962	0.078323	-0.60237	-0.0072784	0.0013275
0.18256	-0.00032043	-0.70546	0.011581	-0.0054016
0.18567	-0.057495	-0.28152	0.005722	-0.0032959
0.14017	-0.08313	0.26875	-0.00050354	0.003891
0.11746	-0.094666	0.59848	0.0075073	0.00737
0.10162	-0.11119	0.78836	0.0063629	-0.0014191
0.052734	-0.13367	0.5804	0.0052643	-0.00086975
0.049164	-0.14529	0.17953	0.0037537	0.0075073
0.010895	-0.10675	-0.19386	0.0016937	0.0065918
-0.028519	-0.054932	-0.1544	0.0029297	-0.0016479
-0.088348	-0.011398	0.037445	0.0045776	0.011032
-0.19601	0.039276	-0.19373	0.010117	0.0055389
-0.31842	0.071411	-0.4893	0.0068665	0.0015106
-0.39285	0.051819	-0.89694	0.0061798	0.0090637
-0.44055	-0.00013733	-0.6118	0.00022888	0.0036621
-0.41931	-0.027374	-0.097366	-0.0046692	0.011856
-0.2851	-0.042801	0.43602	0.0012817	0.0024719
-0.1084	-0.010757	0.64915	0.00073242	-0.0031586
0.045227	-0.0016937	0.58026	-0.0015106	-0.0021515
0.17944	0.0073242	0.18604	-0.0057678	0.00737
0.1572	0.016068	-0.19748	-0.0037994	0.006134
0.075714	0.0298	-0.28651	-0.0028839	0.0009613
-0.017899	0.028107	-0.088074	-0.0010529	0.0049896
-0.032776	0.027237	0.10616	0.0075989	0.0056763
0.0010986	-0.003067	-0.022018	0.0048065	0.0029297
0.095673	-0.015884	-0.23872	0.0010986	0.0086517
0.2119	-0.03685	-0.11064	0.0039825	0.00032043
0.27475	-0.03447	0.15985	-0.003891	0.0075531
0.31471	0.0046234	0.2336	-0.010025	-0.003479
0.32565	0.043121	0.23671	-0.014465	-0.0020599
0.23369	0.067383	0.29622	-0.011993	0.0041656
0.10725	0.059235	0.2877	-0.0048065	0.00022888
-0.044815	0.040512	0.19514	0.0025177	0.006546
-0.19702	0.017532	0.15967	-0.0011444	-0.002655
-0.26042	-0.0044403	0.16969	0.0024261	0.0061798
-0.24673	0.0046234	-0.015518	0.0028839	0.00032043
-0.19153	0.017441	-0.31403	-0.0037079	0.008606
-0.13248	0.028244	-0.46019	0.0039368	0.0048065
-0.055893	0.038773	-0.26999	0.0009613	0.011673
0.014877	0.0026093	-0.15733	-0.0020599	0.0029755
0.075806	-0.040421	-0.26573	-0.0059967	-0.0036621
0.12927	-0.067978	-0.2856	-0.00013733	0.0018768
0.14621	-0.05397	-0.0103	0.0018768	-0.0070038
0.14287	-0.02092	0.099564	-0.0055389	-0.0016937
0.10286	0.021011	0.12346	-0.0021057	0.0089264
0.026688	0.034332	0.23433	-0.00045776	0.0085602
-0.070084	0.031128	0.60132	-0.0037994	0.0036621
-0.14575	-0.010071	0.93393	0.014191	0.017487
-0.2027	-0.049759	0.81267	0.012955	0.0088806
-0.26935	-0.078003	0.15019	0.01506	0.0016479
-0.2981	-0.079102	-0.61377	0.013733	0.010803
-0.27663	-0.055298	-1.2285	0.0076904	0.014053
-0.2514	-0.029755	-1.2725	0.0070953	0.014236
-0.1572	0.003067	-0.66641	0.011261	0.0010986
0.0032959	0.0079651	-0.0867	0.00032043	-0.00086975
0.19629	0.02211	0.19995	0.002655	0.003891
0.34689	0.027832	0.53293	-0.0023804	-0.0060425
0.44037	0.021378	0.65547	-0.010345	0.002243
0.41061	0.0095215	0.47644	-0.022614	0.0097046
0.3029	0.0048981	-0.15092	-0.015015	-0.0035706
0.14703	0.016479	-0.75774	-0.025131	0.0075073
0.023163	0.022339	-0.56516	-0.015976	0.0035706
-0.063309	0.037628	0.13046	-0.015884	-0.0029297
-0.18416	0.053009	0.54218	-0.0059509	0.009201
-0.35115	0.070175	0.50972	0.00032043	0.013046
-0.45479	0.057861	0.064224	0.0066376	0.0014648
-0.45428	0.050034	-0.24504	0.017303	0.010849
-0.34589	0.048935	-0.083176	0.0036621	0.0064545
-0.12767	0.039322	0.15578	0.0023804	0.0064087
0.13696	-0.015839	0.15234	0.0066833	0.0072784
0.27448	-0.088486	-0.1767	0.011765	0.0020142
0.32845	-0.13829	-0.37807	0.014374	0.011353
0.28986	-0.16374	-0.31503	0.023758	0.011673
0.24051	-0.13307	-0.22353	0.014603	-0.0026093
0.2254	-0.075119	-0.079102	0.0051727	0.0016937
0.2514	-0.00041199	0.053558	0.012451	0.0047607
0.27786	0.03685	0.079193	-0.0059509	-0.00068665
0.21382	0.041107	0.25063	-0.010666	-0.0028839
0.08931	0.048248	0.35307	-0.003479	0.0059967
-0.058044	0.035889	0.45255	-0.0036621	-0.0073242
-0.13065	0.018036	0.5885	-0.0069122	0.0015564
-0.075989	-0.00082397	0.73608	0.0025635	-0.011536
-0.028473	0.016891	0.63684	0.00086975	-0.0044403
-0.019043	0.054199	0.15587	-0.0042114	0.0061798
-0.037674	0.093475	-0.18677	-0.0103	-0.0016937
-0.046738	0.11426	-0.38351	0.0032501	0.0014648
-0.10217	0.050217	-0.66156	0.0059509	0.010849
-0.15724	-0.054932	-0.55142	0.010117	0.0098877
-0.24344	-0.16988	-0.46413	0.022797	0.00086975
-0.31384	-0.26733	-0.37825	0.016388	-0.0043488
-0.32208	-0.29521	-0.31435	0.014191	-0.002243
-0.26216	-0.24339	-0.21117	0.0059509	0.0077362
-0.16127	-0.13261	0.15573	-0.0060883	0.0014191
-0.016846	-0.033691	0.35188	-0.01268	0.010437
0.16328	0.05603	0.26747	-0.018951	-0.001236
0.28038	0.1122	0.11467	-0.016434	0.00082397
0.27118	0.13696	-0.071732	-0.01442	0.00022888
0.25012	0.15157	-0.15651	-0.014511	-0.0063171
0.24957	0.14062	-0.28482	0.0013275	0.0091095
0.21703	0.13472	-0.35435	0.00032043	9.1553e-05
0.1599	0.08638	-0.25612	0.0058594	0.0091095
0.20622	0.040237	-0.15129	9.1553e-05	0.00013733
0.23776	-0.032181	-0.09668	0.00032043	0.0085144
0.16127	-0.048386	-0.066238	-0.0032959	0.010574
0.0075073	-0.039001	0.013138	-0.0012817	0.0031586
-0.11169	-0.026596	0.17793	0.0016937	0.00032043
-0.19345	-0.034241	0.42719	0.0024261	0.0095215
-0.21259	-0.0098419	0.58983	0.0081024	-0.005127
-0.201	-0.016251	0.66165	0.0032501	0.0025635
-0.1566	-0.011765	0.64412	-0.0007782	0.0015106
-0.11568	-0.018265	0.41881	-0.0063171	0.0021515
-0.080154	0.0058594	0.01236	-0.0070953	0.0094757
-0.090637	0.0049896	-0.3219	-0.0019226	-0.0007782
-0.10876	-0.019638	-0.17857	0.0062256	0.0089264
-0.15005	-0.035339	0.058182	0.0069122	-0.0026093
-0.16891	-0.018219	0.1468	0.0095215	0.0050812
-0.15747	0.010941	0.17171	0.0091095	0.0032501
-0.1257	0.042801	0.12566	0.024261	0.011856
-0.073608	0.062347	0.0046692	0.015472	0.0037537
-0.07489	0.088211	-0.19936	-0.0040283	-0.00059509
-0.068756	0.064728	-0.48093	0.0013275	0.005127
-0.058868	0.032272	-0.4942	-0.0010986	-0.0055389
-0.065689	-0.028015	-0.60127	-0.0007782	0.0035706
-0.040466	-0.059143	-0.77609	-0.0063171	0.0048065
0.0059967	-0.064133	-0.68065	-0.0070953	-0.0041656
0.10226	-0.046555	-0.40636	-0.0046234	0.010483
0.1842	0.00013733	-0.13792	-0.0070496	0.00032043
0.22925	0.0271	0.15651	-0.0044403	0.0085144
0.25571	0.020279	0.35371	-0.0029297	0.0074615
0.28885	0.0087891	0.51883	-0.001236	0.010391
0.32263	-0.015976	0.74213	0.0021973	-0.004303
0.35422	-0.045868	0.8541	0.013458	0.0022888
0.28111	-0.058273	0.8047	0.0099792	-0.0048065
0.1355	-0.054153	0.6465	0.012863	0.0074615
-0.010574	-0.061386	0.29013	0.0065918	0.010208
-0.18288	-0.056763	-0.22192	0.0052185	0.0021973
-0.28345	-0.021652	-0.72327	0.0084229	0.011307
-0.34561	-0.00013733	-0.90518	-0.001236	0.0054932
-0.29086	0.018585	-0.55582	-0.011261	0.0043488
-0.17615	0.040375	0.093109	-0.00041199	0.010757
-0.054565	0.060883	0.14452	-0.0092926	0.0090637
0.01886	0.048981	-0.32387	-0.016708	0.0024719
0.038727	0.025955	-0.46976	-0.0040741	-0.0044403
-0.0067749	0.013229	-0.34941	-0.0026093	0.00091553
-0.10588	-0.014236	-0.067337	0.0021515	0.0084229
-0.19702	-0.0064545	0.11888	-0.004715	0.0080109
-0.22678	-0.010025	0.22632	0.00086975	0.0037079
-0.22485	-0.028107	0.35852	0.0049896	0.003891
-0.12071	-0.029068	0.44984	0.0080109	0.0048065
-0.025269	-0.026779	0.38832	0.00032043	0.0081024
0.12589	0.010574	0.26299	-0.0074158	0.0098877
0.23364	0.068481	0.21126	-0.012451	0.0050354
0.24532	0.085556	0.14507	-0.0020599	-0.0069122
0.21309	0.10437	-0.041977	-0.0029297	0.0032501
0.16283	0.10258	-0.12227	-0.0047607	0.0070038
0.073517	0.08345	-0.25282	0.011948	-0.002243
-0.014557	0.044357	-0.20462	0.0016022	0.0050812
-0.048615	-0.050034	-0.1154	0	0.010849
-0.060242	-0.17079	0.028061	0.014557	0.0043488
