CH1	CH2	CH3	CH4	CH5
0.24207	-0.077454	0.95952	0.0042572	-0.00018311
0.27232	-0.044678	0.834	0.0069122	0.0085602
0.2178	-0.0011444	0.41171	-0.0023346	0.0072784
0.094986	0.03186	-0.15747	-0.0017395	0.0070496
-0.060059	0.063171	-1.0578	-0.011169	0.013184
-0.21423	0.059509	-1.499	-0.012177	0.0042572
-0.30016	0.06958	-1.3537	-0.0059052	0.016846
-0.3436	0.045044	-0.40242	-0.011765	0.0058594
-0.37427	0.032547	0.39404	0.0011444	-0.0088806
-0.41519	0.044495	0.45932	-0.0020599	-0.0033417
-0.44472	0.052597	0.3046	-0.01236	0.0072784
-0.46271	0.069214	0.14864	-0.00022888	0.0038452
-0.46051	0.083221	-0.20164	0.016754	0.012451
-0.36452	0.073792	-0.41817	0.03035	0.0011444
-0.23328	0.080612	-0.20485	0.035019	0.0025177
-0.092102	0.082947	0.063995	0.029755	0.011581
0.058685	0.045273	0.17546	0.019089	0.013458
0.17619	0.038086	0.18159	0.0053558	0.0059967
0.27415	0.0031586	0.16676	-0.0055389	0.013916
0.38914	-0.048111	0.21259	-0.0037994	0.0020599
0.45428	-0.076859	0.2645	-0.026642	-0.0055389
0.42444	-0.061569	0.31425	-0.033417	-0.00022888
0.33151	-0.020187	0.18896	-0.033463	0.0044403
0.18352	0.032455	0.025726	-0.0071411	0.0040741
-0.00018311	0.066971	-0.0569	0.010483	0.00032043
-0.11586	0.056992	0.027786	-0.0011444	-0.00059509
-0.15134	0.026962	0.0020599	-0.012497	0.0031128
-0.09256	0.001236	0.10538	-0.017303	0.0097046
0.006958	-0.025543	0.33705	-0.0058594	-0.00045776
0.10913	-0.043533	0.34076	0.013962	-0.0038452
0.20023	-0.062119	0.47374	0.029068	0.0029755
0.2428	-0.048019	0.52629	0.026596	-0.0058594
0.18723	-0.02037	0.27621	0.022659	0.0013733
0.10002	-0.0098877	-0.22508	0.011444	0.010895
-0.014557	-0.012085	-1.0011	0.014694	0.00032043
-0.19643	-0.051498	-1.3411	0.016068	0.010803
-0.37436	-0.10886	-0.90587	0.0011902	-0.0021973
-0.46683	-0.15079	-0.47726	-0.0050354	0.005127
-0.49054	-0.2016	-0.2162	-0.0062714	-0.005722
-0.40471	-0.20728	-0.081619	-0.014969	0.0059052
-0.27608	-0.14053	-0.12881	-0.014053	0.0054016
-0.070312	-0.050858	-0.075394	-0.01181	0.00737
0.16731	0.042938	0.24207	-0.013412	0.0020599
0.38727	0.11069	0.5836	-0.0095215	0.010437
0.49036	0.1506	0.74442	-0.0058594	0.00027466
0.479	0.16319	0.9158	-0.0058594	0.012543
0.33971	0.17807	0.91823	-0.0078278	-0.0013275
0.25754	0.16635	0.588	0.0039825	0.011856
0.19936	0.11655	-0.01355	-0.00027466	-0.0032043
0.05983	0.0098877	-0.40846	0.017303	0.0091553
-0.10986	-0.11403	-0.49187	0.022797	-0.0020142
-0.19098	-0.1978	-0.55554	0.018723	0.0056305
-0.2254	-0.21881	-0.64897	0.0017853	-0.00032043
-0.23199	-0.1523	-0.82645	-0.010025	0.0062714
-0.17867	-0.057266	-0.97797	-0.0092926	-0.0025177
-0.10135	0.030396	-0.90312	-0.010162	0.0070953
-0.042618	0.080566	-0.46669	-0.0073242	-0.0048981
-0.038727	0.11884	0.18549	-0.0055847	-0.0016937
-0.0672	0.10318	0.62224	-0.010345	0.0011444
-0.032959	0.059143	0.75893	-0.01236	0.0037994
-0.0092468	0.044769	0.72523	-0.0055847	0.0049896
0.07782	0.04866	0.58626	-0.0016022	0.0039368
0.21964	0.049026	0.45721	0.0098877	0.0091095
0.291	0.017853	0.57312	0.014648	0.00091553
0.23895	0.0042572	0.66682	0.0075531	0.0048065
0.10135	-0.0070953	0.47763	-0.0040283	0.0043488
-0.066055	-0.01886	0.11151	0.0032501	-0.011078
-0.20384	-0.039139	-0.25452	0.019318	0.0023804
-0.20105	-0.034744	-0.29645	0.022018	-0.009201
-0.061066	-0.049484	-0.16539	0.015884	0.0037537
0.082764	-0.067062	-0.21121	0.0071869	0.006134
0.14282	-0.08725	-0.52235	0.012314	-0.006958
0.051636	-0.10336	-0.75449	0.016022	0.0043945
-0.061249	-0.068985	-0.84096	0.023346	-4.5776e-05
-0.1517	-0.0031586	-0.64714	0.018173	0.0074615
-0.26807	0.040604	-0.23868	0.0032959	0.0032501
-0.33398	0.027557	0.13838	-0.012817	0.015198
-0.32254	0.021515	0.35747	-0.020874	0.0070038
-0.17322	-0.0079651	0.55005	-0.031036	0.010391
0.0089264	-0.021194	0.71494	-0.014694	0.0046234
0.1891	-0.010529	0.60315	0.0059967	0.0059052
0.3203	0.0096588	0.45589	-0.0021057	-0.0033875
0.38873	0.023438	0.42416	-0.011581	0.0084229
0.41451	0.026688	0.36873	-0.012772	-0.0032959
0.35019	0.0045776	0.035019	-0.0092468	0.0075531
0.25562	-0.0033875	-0.35033	-0.014786	0.0046692
0.12076	0.004715	-0.53741	-0.011536	0.011948
-0.051178	0.012451	-0.32835	-0.018173	0.0026093
-0.21204	0.052277	0.093018	-0.011536	0.012772
-0.33069	0.058777	0.32501	-0.0084686	-0.00013733
-0.40686	0.057129	0.15257	-0.0082855	-0.0026093
-0.39972	0.070496	-0.29736	-0.0090179	-0.0032959
-0.33984	0.069122	-0.80292	-0.0043945	0.0088806
-0.25479	0.057999	-0.88284	0.011307	0.0031586
-0.10432	0.034653	-0.76653	0.023758	0.012863
0.099152	-0.0042572	-0.46138	0.024536	0.0033417
0.25896	-0.053146	-0.099106	0.022797	0.010483
0.35321	-0.11833	0.063309	0.011993	-0.0010071
0.2943	-0.12602	0.24742	0.0065918	-0.0033417
0.16466	-0.10748	0.46504	0.0037537	0.0045776
0.0045776	-0.082993	0.50555	0.008606	0.0052643
-0.15404	-0.050537	0.53586	-0.0054932	0.010437
-0.24202	-0.030029	0.70175	-0.018768	0.012863
-0.30844	0.0044403	0.71745	-0.012085	0.0053558
-0.33472	0.026138	0.66756	-0.0084686	0.0066833
-0.23882	0.07045	0.55508	-0.014877	0.0021515
-0.075989	0.072647	0.30309	-0.014053	-0.006134
0.11792	0.08345	-0.021561	0.014374	-0.0021057
0.23566	0.090729	-0.22943	0.0016937	0.0031586
0.31723	0.11655	-0.66083	-0.0095215	-0.005722
0.28922	0.15852	-0.78781	-0.0048981	0.0097961
0.2525	0.14973	-0.53622	0.0025635	-0.003891
0.20059	0.049576	-0.089951	0.011215	0.0059509
0.17702	-0.076767	0.12099	0.019547	0.0032501
0.11243	-0.16599	0.057724	0.0088806	-0.0028839
0.003479	-0.17061	-0.077408	0.0021973	0.0054932
-0.1311	-0.075439	-0.35541	-0.0013733	0.0071869
-0.28175	0.010437	-0.43643	0.0039825	0.00091553
-0.44545	0.026688	-0.5766	0.0046234	0.0074615
-0.49283	-0.02417	-0.72702	0.006958	-0.00073242
-0.37486	-0.1403	-0.36195	0.014465	0.010849
-0.16296	-0.24239	0.14062	0.013916	0.0016479
0.15573	-0.29526	0.56689	0.013275	0.005722
0.40933	-0.25049	0.86142	-0.0014648	0.0018768
0.49585	-0.11499	1.0004	-0.0069122	0.0053101
0.4357	0.032959	0.99179	-0.013687	0.0038452
0.30469	0.13509	0.88431	-0.025497	0.0071411
0.16164	0.17065	0.33192	-0.035156	0.0043945
0.050079	0.14117	-0.6617	-0.025269	0.014008
-0.0091095	0.056625	-1.4336	-0.0031128	0.0035706
0.0074615	-0.016754	-1.3589	0.023758	-0.0096588
0.039001	-0.073883	-1.1814	0.0168	-0.004303
0.087524	-0.043808	-0.44728	0.026917	-0.0038452
0.091095	-0.010254	0.18466	0.019272	0.0057678
0.11389	0.046509	0.59601	0.0018768	0.0027008
0.085052	0.091919	0.76222	-0.0068207	0.013504
0.010849	0.082123	0.77458	0.00064087	0.0047607
-0.045731	0.084	0.8091	-0.0009613	0.014648
-0.088303	0.041519	0.71292	0.0011444	0.0045319
-0.062988	-0.015381	0.51595	0.00032043	0.0103
-0.052002	-0.061203	0.13353	-0.0084229	-0.0020599
-0.080521	-0.053558	-0.17812	-0.01149	0.0055389
-0.13023	-0.030807	-0.20412	-0.0017853	-0.0031586
-0.22513	-0.012451	0.049164	0.010986	0.0097961
-0.34804	0.016708	0.017349	0.0043488	-0.006134
-0.41675	0.050674	-0.0052185	0.0032501	0.0045776
-0.41821	0.050171	-0.16539	0.0031586	-0.0060883
-0.40379	0.065781	-0.52785	-0.0023804	0.0061798
-0.32469	0.045502	-0.55417	-0.005127	0.0042572
-0.1701	0.019363	-0.44032	-0.011627	0.0031586
0.046875	0.0016937	-0.26358	-0.010895	0.012543
0.21561	-0.0070038	-0.13509	-0.0070953	0.0014648
0.35344	-0.019547	-0.3988	0.0016479	0.01149
0.40503	0.0026093	-0.58388	-0.0017395	-0.0050354
0.40059	0.015198	-0.41721	-0.0067749	0.01149
0.32391	0.035843	-0.18379	0.0088348	0.00032043
0.19052	0.02449	0.1588	0.02037	0.011353
0.024948	0.0022888	0.41661	0.024902	0.0031586
-0.16095	-0.052231	0.53188	0.021194	0.0060425
-0.2764	-0.075485	0.40169	0.015472	0.0020142
-0.2683	-0.072922	0.42563	0.01799	0.010025
-0.13033	-0.10922	0.54845	-0.0096588	0.0031586
0.0802	-0.092651	0.77531	-0.0080566	0.0072327
0.27068	-0.050446	0.58987	-0.012268	0.0068207
0.39487	-0.0073242	-0.22256	-0.015198	-0.0032959
0.37463	0.022156	-1.2093	-0.016479	-0.010757
0.22101	0.033096	-1.2598	-0.0082855	-0.013138
-0.028931	0.0439	-0.69644	-0.0020599	-0.0029297
-0.27269	0.076996	-0.23492	-0.008194	0.0052185
-0.44641	0.095078	0.087387	-0.0072327	-0.00027466
-0.43982	0.11714	0.2428	-0.010712	0.011215
-0.24312	0.13435	0.2552	-0.015198	0.0032959
-0.044678	0.14589	0.19464	-0.010666	0.0040741
0.079742	0.11678	0.085648	-0.0014191	0.0077362
0.17953	0.051682	-0.017258	0.0090179	0.00032043
0.26564	-0.068527	0.10396	0.016113	0.0093842
0.35962	-0.21844	0.25813	0.011032	0.0056763
0.40759	-0.35829	0.24843	0.010849	0.0029755
0.39075	-0.3951	0.34483	0.011765	0.010391
0.28784	-0.32007	0.59052	0.0042572	0.0048523
0.23236	-0.16786	0.78813	-0.0035706	0.0054932
0.13632	-0.031448	0.65547	0.0037537	0.014053
-0.011719	0.080338	0.44334	-0.0011444	0.0068207
-0.17363	0.13802	0.32236	-0.0026093	0.011307
-0.2699	0.1604	0.25035	-0.0050354	0.011765
-0.32332	0.13449	-0.1133	-0.0013275	0.014145
-0.35669	0.12506	-0.73801	-0.0018311	-0.00018311
-0.40077	0.12451	-1.2003	-0.00032043	0.011444
-0.41528	0.10231	-1.3016	-0.010666	0.00027466
-0.4043	0.095444	-0.8497	-0.0038452	0.012405
-0.35733	0.072189	-0.29361	0.0075073	0.0016022
-0.28308	0.075806	0.022247	0.024445	0.0087433
-0.17688	0.056671	0.18489	0.02504	-0.0046692
-0.035477	0.0082397	0.29988	0.023117	-0.0046692
0.13879	-0.015747	0.43913	0.020279	0.0070496
0.3008	-0.023117	0.46545	-0.0098419	0.0032501
0.39276	-0.013916	0.24092	-0.022385	-0.0052643
0.41766	-0.0024261	0.043854	-0.016891	0.0051727
0.38635	-0.0090179	0.13724	-0.020187	0.003067
0.28423	-0.0087433	0.18489	-0.01973	-0.00050354
0.17542	-0.037399	-0.0081024	-0.010162	0.0032501
0.086655	-0.079697	-0.23117	-0.0011902	-0.00022888
-0.020187	-0.10831	-0.29439	0.00032043	-0.00091553
-0.07576	-0.14914	-0.020554	-0.0026093	-0.0019226
-0.088623	-0.13458	0.33879	0.0096588	-0.004303
-0.067841	-0.10158	0.44408	0.011948	0.0044403
-0.068436	-0.036575	0.2347	-0.0046692	0.0032501
-0.093475	0.031036	0.099472	-0.01561	-0.0014191
-0.078186	0.093109	0.16887	-0.023117	0.012863
-0.095123	0.16415	0.1609	-0.016617	-0.0016937
-0.12579	0.18466	-0.078278	0.0035248	0.0068665
-0.13495	0.19725	-0.34625	0.027328	-0.0058594
-0.089905	0.13802	-0.26454	0.041702	0.0029755
-0.0059509	0.012955	-0.23122	0.035065	0.00027466
0.064545	-0.11316	-0.45644	0.029343	0.0054932
0.08313	-0.20151	-0.6731	0.017258	0.0016937
0.08313	-0.19382	-0.78314	0.00032043	0.014008
0.089447	-0.14616	-0.56863	-0.0016937	0.0062714
0.08313	-0.092651	0.056305	-0.0050354	0.0044403
0.02449	-0.040283	0.59532	0.0037537	0.011078
0.0060425	-0.024078	0.95425	-0.0066833	0.0090637
-0.033142	-0.016388	1.0609	-0.026047	-0.00022888
-0.098007	-0.033691	0.57605	-0.02037	0.003479
-0.20132	-0.017578	-0.50812	-0.014557	-0.0021973
-0.25699	-0.017258	-1.3208	-0.0039368	-0.0043945
-0.1393	0.016388	-1.2261	-0.00018311	0.0080566
0.063904	0.06514	-1.0569	-0.0071411	-0.00041199
0.29077	0.08812	-0.096954	-0.012268	0.011581
0.41684	0.09613	0.56108	-0.0027008	0.014008
0.37976	0.099106	0.80891	-0.002655	0.00032043
0.2439	0.1132	0.94006	0.0016937	0.00032043
0.059143	0.1181	1.0142	0.0055389	0.0065002
-0.15738	0.093475	1.0147	0.0049896	-0.0049438
-0.25095	0.0011444	0.96524	-0.0072327	0.0093842
-0.27864	-0.11462	0.62045	-0.015152	-0.0010071
-0.26962	-0.17638	-0.19666	-0.0031128	0.0032959
-0.20453	-0.20013	-0.83565	0.005722	-0.0065918
-0.078369	-0.15285	-1.0307	-0.00036621	0.0042572
0.054382	-0.050171	-0.52789	0	-0.003067
0.12332	0.071411	0.27026	0.0026093	-0.00064087
0.10034	0.17798	0.69415	0.011948	0.0062256
-0.023346	0.2569	0.68362	0.0061798	-0.0049896
-0.15152	0.23849	0.33018	0.0058594	-0.0023804
-0.22504	0.13953	-0.43332	0.022797	0.010254
-0.24664	-0.013824	-1.1705	0.025085	-0.0038452
-0.21121	-0.15564	-1.3608	0.032547	-0.0077362
-0.14127	-0.21872	-1.1557	0.026688	-0.0039368
0.011536	-0.17216	-0.81953	0.013321	-0.0079651
0.19803	-0.084229	-0.43391	-0.0012817	-0.0082855
0.36969	-0.046143	-0.11847	0.0042572	0.006546
0.42165	-0.065552	0.2097	-0.002655	0.0078278
0.43478	-0.1181	0.57861	-0.011398	0.0018768
0.43776	-0.14859	0.74849	-0.0010529	0.0037537
0.33069	-0.13692	0.91438	-0.005127	0.010345
0.14282	-0.083496	0.9679	-0.0075073	0.015152
-0.041519	-0.016571	0.89946	-0.014236	0.0039825
-0.16603	0.055664	0.82883	-0.017303	0.0031128
-0.259	0.11728	0.55348	-0.018494	0.010483
-0.29663	0.12914	-0.0634	-0.006958	0.012543
-0.2726	0.13467	-0.51123	0.0009613	0.014465
-0.19189	0.11581	-0.83835	-0.011353	0.014832
-0.091187	0.089813	-0.71315	-0.0059052	0.013687
0.050034	0.051224	-0.34227	-0.0019226	0.0082855
0.13403	0.012039	-0.15788	-0.002655	0.017715
0.13696	-0.0049896	-0.10446	0.0028839	0.0084686
0.12653	-0.013641	0.04097	-0.0039825	-0.0019684
0.11023	-0.021561	0.30844	-0.0018311	0.011902
0.014465	-0.042389	0.61642	-0.0065918	0.0075989
-0.026093	-0.028702	0.50716	-0.011765	0.0042114
-0.017029	-0.02124	-0.11636	-0.015518	-0.0065918
-0.012543	-0.028198	-0.63469	-0.0093384	-0.0009613
-0.075165	-0.0021973	-0.55655	-0.0026093	0.0072327
-0.15193	0.013184	0.10396	0.0021973	0.0023804
-0.18246	0.036713	0.31595	0.024536	-0.0085602
-0.22321	0.063354	-0.023575	0.031586	-0.0049438
-0.21387	0.054703	-0.14049	0.03717	0.0052643
-0.21606	0.015244	-0.36017	0.017853	0.0089264
-0.14987	-0.068481	-0.53087	0.013733	0.0023346
-0.018585	-0.11984	-0.72011	0.033966	0.0036621
0.10341	-0.14735	-0.68413	0.024307	-0.00013733
0.168	-0.13037	-0.4335	0.00018311	0.0085144
0.19684	-0.080658	-0.090134	-0.0097961	0.0077362
0.20288	0.00018311	0.27086	-0.0095215	0.0026093
0.1983	0.062759	0.51595	-0.016296	-0.0018311
0.21126	0.11687	0.58598	-0.016754	0.014282
0.17532	0.13353	0.49544	-0.012268	0.0091095
0.09407	0.12785	0.38058	-0.0046234	0.0065918
0.019592	0.16177	0.39185	-0.0068207	0.0059509
-0.04834	0.18929	0.46902	-0.0081482	0.0016937
-0.11426	0.15303	0.52139	-0.0050354	0.0046692
-0.048889	0.062622	0.60832	-0.0050354	0.014236
0.12039	-0.075348	0.58571	0.0016479	-0.00041199
0.20883	-0.20174	0.31339	0.0046692	-0.0046692
0.14085	-0.28564	-0.2775	0.0075073	0.0036621
0.040375	-0.29613	-0.70573	0.010941	0.001236
-0.066833	-0.22641	-0.62302	0.0074615	-0.0007782
-0.15005	-0.1214	-0.44444	0.0052185	-0.0078278
-0.27127	0.0065918	-0.41112	0.0026093	0.0031586
-0.3913	0.10643	-0.26692	-0.0030212	0.0030212
-0.4476	0.12209	-0.14781	-0.0023804	-0.0037994
-0.45341	0.098053	0.14868	0.0031128	0.0094299
-0.40869	0.010986	0.48724	0.010437	0.0095215
-0.28734	-0.070496	0.64494	0.016434	-0.0042114
-0.1068	-0.099106	0.65323	0.014282	0.0010986
0.069992	-0.10277	0.45012	0.006958	0.0061798
0.18924	-0.051132	-0.089676	-0.0040741	-0.0092468
0.19075	0.0060883	-0.23497	-0.016342	-0.0065002
0.13161	0.0504	-0.22046	-0.02623	0.0035248
0.065735	0.085327	-0.56113	-0.018219	0.0020599
0.012863	0.065048	-0.89163	-0.0085144	-0.0031586
0.052094	0.072464	-1.0974	0.0025635	0.0059509
0.31741	0.071228	-0.98566	0.012634	0.014877
0.56927	0.1041	-0.44165	0.0056763	0.015015
0.66962	0.12891	0.17633	0.0080566	0.0075073
0.67255	0.1257	0.65977	0.0088806	-0.0037537
0.62375	0.075027	0.93073	0.01767	-0.001236
0.54291	-0.033188	1.014	0.031586	0.0030212
0.3501	-0.12708	0.81491	0.004715	0.0065918
0.11398	-0.20421	0.60677	-0.0053101	0.003891
-0.13861	-0.19821	0.29924	-0.0056305	-0.0029297
-0.31036	-0.16406	-0.26834	-0.004715	-0.0028381
-0.41895	-0.08313	-1.0486	-0.0084229	0.0096588
-0.47388	-0.0070953	-1.3618	-0.018997	-4.5776e-05
-0.45309	0.038635	-1.2093	-0.023209	0.0039825
-0.36159	0.062027	-0.50826	-0.014877	0.0097046
-0.24316	0.059967	0.2086	-0.017303	0.0042114
-0.19899	0.079376	0.54991	-0.0055389	-0.00086975
-0.15967	0.1041	0.6264	-0.0049896	0.0077362
-0.14227	0.11975	0.81015	-0.00018311	0.011627
-0.15637	0.12309	0.75316	0.021652	0.0076447
-0.14374	0.069809	0.22252	0.038269	-0.0014648
-0.099792	-0.0022888	-0.40068	0.026276	-0.0073242
-0.085785	-0.052734	-0.65762	0.003067	0.00018311
-0.075577	-0.095032	-0.46056	-0.0049438	0.0048065
-0.072418	-0.062714	-0.11623	-0.0083313	0.0012817
-0.10538	-0.018402	0.12973	-0.013412	-0.0055847
-0.12277	0.0087891	0.28304	0.006546	-0.0041199
-0.12135	-0.0045319	0.30107	0.018631	0.0025177
-0.082901	-0.055573	0.24751	0.0071411	0.014969
-0.024399	-0.11394	0.20728	0.003067	0.014099
0.04184	-0.13445	0.51242	-0.0091095	0.0044861
0.084961	-0.097504	0.99724	-0.019226	0.0022888
0.12762	-0.01268	1.0412	-0.016205	0.0031128
0.098145	0.090088	0.73535	-0.01236	0.0058136
0.07782	0.14026	-0.33943	-0.0054932	0.0049896
0.095306	0.1485	-1.4369	-0.016296	0.00073242
0.18645	0.1084	-1.4992	-0.016479	-0.0016937
0.25754	0.0466	-1.3251	-0.0026093	-0.0016022
0.31874	-0.0079651	-1.1418	0.0088348	-0.00059509
0.37958	-0.028839	-0.37756	0.014282	0.0032959
0.38086	-0.016479	0.49168	0.0059509	0.0091553
0.33801	-0.0099335	0.7657	0.0084229	0.0089722
0.23877	-0.051636	0.80589	-0.0022888	0.0009613
0.018951	-0.095535	0.65561	0.003067	0.0029755
-0.16617	-0.16713	0.49805	0.0065002	0.013046
-0.29919	-0.21071	0.12392	0.0079193	0.010986
-0.32076	-0.23424	-0.39642	0.027283	0.00032043
-0.27827	-0.17935	-0.31801	0.015152	0.010986
-0.16617	-0.071091	-0.053604	-0.0040741	0.0031586
-0.083176	0.059875	0.076401	-0.012863	-0.0090637
-0.052002	0.16438	-0.0028381	-0.017258	0.0027008
-0.088623	0.23808	-0.023163	-0.023758	0.0036621
-0.1067	0.25854	0.070633	-0.02179	0.0058136
-0.037994	0.245	0.2617	-0.012955	0.010162
-0.024536	0.16342	0.50766	-0.0026093	-0.004303
-0.043854	0.045731	0.56282	0.019272	0.00032043
-0.048706	-0.04747	0.54158	0.028381	-0.0027466
-0.068573	-0.076447	0.42874	0.039871	-0.010757
-0.07132	-0.057404	0.1842	0.03392	0.0029297
-0.0802	-0.022659	-0.14735	0.030212	0.010757
-0.07457	-0.010117	-0.53998	0.023758	-0.0017853
-0.062805	-0.068665	-0.32167	0.017899	0.0036621
-0.047012	-0.15601	0.37111	-0.0014191	-0.0053101
-0.043671	-0.19341	0.67159	-0.017487	0.0014191
-0.025818	-0.20956	0.13953	-0.015472	0.0082397
0.013687	-0.16223	-0.77948	-0.01062	-0.003479
0.091187	-0.10085	-1.4426	-0.008606	-0.0061798
0.17784	-0.032684	-1.3562	-0.010208	0.0042572
0.213	0.00032043	-0.95059	-0.0055389	-0.00050354
0.2666	0.012543	-0.38983	-0.016068	-0.0044403
0.26129	0.028473	0.14735	-0.018814	0.005127
0.2065	0.053558	0.54332	-0.019043	0.0074158
0.15189	0.064545	0.47694	-0.015793	0.0079193
0.11536	0.084961	0.0021973	-0.012405	0.0079193
0.068436	0.12941	-0.17867	-0.0092926	-0.00086975
0.033737	0.13596	-0.11687	-0.0078278	0.001236
0.019455	0.10858	-0.069168	-0.00027466	0.013321
0.013687	0.079742	0.10712	0.0075989	0.015793
-0.025635	0.061752	0.38617	0.0087433	0.011993
-0.05864	0.037857	0.45007	0.010666	-0.00041199
-0.14172	0.0085144	0.3967	0.019272	-0.007782
-0.21355	-0.021652	0.17871	0.021698	0.0054932
-0.17953	-0.039322	-0.083817	0.014969	0.0054932
-0.094254	-0.066147	-0.10762	0.0074615	-0.0027008
-0.014282	-0.075027	-0.043991	-0.0014191	-0.0044403
0.053925	-0.069992	0.073517	-0.013962	0.0032501
0.089996	-0.073013	0.55444	-0.013138	0.0035706
0.065369	-0.070129	1.0316	-0.016296	0.0036621
-0.016708	-0.051178	0.96712	-0.01268	0.002243
-0.10327	-0.042297	0.30634	-0.0043488	-0.0060425
-0.15198	-0.027466	-0.6427	0	-0.0039825
-0.084091	-0.034607	-1.0043	-0.0018768	0.0012817
0.021423	-0.010025	-1.1427	-0.0029297	0.0090179
0.10483	0.045639	-1.2732	0.0041656	0.010254
0.14992	0.067429	-1.1267	0.016617	0.0026093
0.11746	0.07489	-0.67969	0.018906	0.010574
0.015976	0.093018	0.12268	0.012085	0.019272
-0.078506	0.079697	0.53874	0.010254	0.013916
-0.095856	0.058044	0.69337	0.01149	0.0043488
-0.048248	0.069901	0.72935	0.0076447	-0.0071869
-0.0098419	0.083221	0.56282	-0.0018768	-0.0072327
0.039734	0.058456	0.31535	-0.0072784	-0.0050354
0.044815	-0.0037537	0.17793	-0.0046692	-0.0031586
-0.010071	-0.0905	0.21346	-0.005722	0.0022888
-0.11366	-0.13545	0.369	-0.013229	0.0066833
-0.19766	-0.13902	0.64494	-0.0089722	0.011581
-0.18915	-0.13687	0.70152	-0.0011444	-0.00027466
-0.16772	-0.1154	0.52089	0.0029297	-0.0026093
-0.15811	-0.069992	0.11751	0.0092926	0.0036163
-0.077408	-0.034836	-0.20595	-0.0028381	0.0093384
0.010345	0.014969	-0.59871	-0.0072784	0.0093384
0.076996	0.041336	-0.66948	-0.0080566	0.002243
0.11646	0.082031	-0.30995	-0.00068665	0.0018311
0.11298	0.077499	0.05983	-0.003067	0.011444
0.009613	0.021149	0.22792	-0.014877	0.00032043
-0.10904	-0.012177	0.25621	-0.004715	0.0026093
-0.20869	-0.049942	-0.064224	-0.005127	0.0012817
-0.23218	-0.073105	-0.31526	-0.010254	-0.00022888
-0.18851	-0.03447	-0.36424	-0.0086975	0.012131
-0.1105	0.024765	-0.29723	-0.0027008	0.0015106
0.060059	0.12378	-0.13861	0.0011902	0.004715
0.19739	0.19313	-0.19125	-0.00027466	0.0081024
0.25891	0.19221	-0.33234	0.00032043	0.0075989
0.25529	0.12941	-0.58667	0.009613	0.0070496
0.26605	-0.0103	-0.64444	0.014282	0.0027008
0.2899	-0.15221	-0.21039	0.018036	-0.0066376
0.25049	-0.24362	0.38141	0.013412	-0.0048065
0.18704	-0.25479	0.63281	0.0040741	-0.0019684
0.14905	-0.19418	0.42682	-9.1553e-05	-0.0070953
0.089447	-0.079926	0.062714	0.0053101	-0.00068665
0.012222	0.062622	-0.26161	0.0084686	0.012131
-0.013458	0.15335	-0.23154	0.0054016	0.012772
-0.0066376	0.14287	0.24078	0.0032501	-0.0027924
0.012817	0.056305	0.76094	0.013367	-0.0074158
0.038132	-0.047195	0.90903	0.0088806	-0.0032959
0.040741	-0.092697	0.67763	0.0024261	0.0056763
0.0066833	-0.080063	0.21249	-0.0075531	-0.0046234
-0.099243	-0.048752	0.0084229	0.0083771	-0.00082397
-0.246	-0.045639	-0.1377	0.0023346	0.011169
-0.32703	-0.029068	-0.71484	0.0046234	-0.00068665
-0.31476	-0.038361	-1.3708	0.00013733	0.0064545
-0.24939	-0.02211	-1.2648	-0.014877	0.005127
-0.20654	0.0087891	-1.0971	-0.0083771	0.0065002
-0.17944	0.046509	-0.14832	-0.0060425	0.013504
-0.090866	0.065186	0.58626	-0.0093384	0.0081482
0.0098877	0.087616	0.77843	-0.0084686	0.0048065
0.1013	0.036484	0.79903	0.0043945	0.0016937
0.16438	-0.027145	0.61803	0.010574	0.003891
0.17372	-0.074524	0.42444	0.006546	-4.5776e-05
0.14886	-0.09819	0.4455	-0.0039825	-0.0069122
0.079102	-0.088943	0.52785	-0.011581	0.0014648
0.11723	-0.045456	0.47086	-0.01355	0.005127
0.24998	-0.024948	0.07338	-0.012085	-0.0049438
0.3436	-0.002243	-0.19798	-0.011581	0.0036163
0.34007	0.012131	-0.47708	-0.0062256	0.0085144
0.25676	0.038727	-0.88252	0.011078	-0.0032043
0.13074	0.073837	-1.2113	0.00073242	0.0091095
-0.051453	0.099426	-1.1748	-0.0082855	0.00013733
-0.13687	0.12589	-1.0225	0.00027466	-0.0070496
-0.17477	0.12451	0.10986	0.0018768	0.00073242
-0.18896	0.062805	0.74789	0.0092468	0.0035248
-0.18489	-0.0071411	0.96959	0.015518	0.003891
-0.073105	-0.068161	0.97234	0.028473	0.0027924
0.042389	-0.099106	0.8199	0.016479	-0.0055389
0.031952	-0.10277	0.49196	-0.0039825	0.0022888
-0.054703	-0.062393	0.29503	-0.0080566	0.0099335
-0.16003	-0.023941	0.4286	-0.014648	0.005722
-0.23639	0.0010986	0.73723	-0.02623	0.0031586
-0.28377	0.04097	0.87849	-0.018448	0.0032501
-0.30519	0.067017	0.47388	-0.015884	0.0026093
-0.30688	0.079559	-0.36021	-0.020233	0.0032501
-0.30029	0.054749	-1.266	0.0033417	0.0099792
-0.30757	0.015793	-1.4538	0.019318	0.0097961
-0.19876	-0.0055389	-1.0187	0.009613	0.0091095
-0.027832	-0.013	-0.60612	0.023163	9.1553e-05
0.16832	9.1553e-05	-0.31453	0.027924	0.0016022
0.3165	-0.011627	-0.21858	0.025085	0.011993
